source,target,Correlation,genre
423,479,0.8141446319810065,blues
235,574,0.8140099657511254,blues
518,519,0.8139847251632125,blues
108,395,0.8137356560374007,blues
67,109,0.8134772411621198,blues
395,508,0.8134564913611144,blues
205,247,0.8132540436599777,blues
185,283,0.8130379219899088,blues
357,405,0.8130227408107209,blues
73,74,0.8117761014023647,blues
276,403,0.8115433333074017,blues
357,404,0.8113933197671878,blues
252,375,0.8110847570604189,blues
472,479,0.8106319292467757,blues
29,110,0.8105520266130343,blues
153,360,0.810247240250248,blues
478,508,0.8100965738268074,blues
478,574,0.8099723546207184,blues
386,404,0.809782982282943,blues
111,182,0.8096882378163451,blues
386,405,0.8092795761031981,blues
113,400,0.8087235933329292,blues
357,390,0.8085964089182897,blues
306,566,0.8083052572908925,blues
392,405,0.807530483960913,blues
405,508,0.8073468130533525,blues
417,422,0.8071910450965951,blues
126,127,0.8069733919310768,blues
276,566,0.80692587553798,blues
404,423,0.8063643832013331,blues
29,520,0.8062847820793287,blues
476,574,0.8057559175422914,blues
103,399,0.8052980307031709,blues
386,420,0.8052733262264817,blues
508,535,0.8042793620891939,blues
403,566,0.8039534993138229,blues
112,404,0.8031957879564886,blues
547,548,0.8031121629468309,blues
84,392,0.8030677476420535,blues
385,390,0.8030012320188559,blues
297,298,0.8028073495631317,blues
386,479,0.8023435493855311,blues
126,180,0.8022776026157853,blues
3,8,0.8021631309595169,blues
84,99,0.801991369630006,blues
108,313,0.8017794338246965,blues
419,471,0.8016786971462442,blues
108,283,0.8014539338984485,blues
29,566,0.8013935956422127,blues
422,423,0.8012552644999533,blues
252,549,0.8009667575717704,blues
84,474,0.8001342291924601,blues
322,519,0.7999399824538709,blues
29,518,0.7997445758620509,blues
114,399,0.7996436250288739,blues
390,478,0.7990631843215575,blues
182,574,0.7986789358605427,blues
405,519,0.7975268964854761,blues
182,306,0.7973596007787633,blues
385,397,0.7973352130435968,blues
84,386,0.7972978456668666,blues
465,467,0.7970893053354354,blues
474,508,0.7970099515170237,blues
108,479,0.7969788676880224,blues
127,179,0.7969572724103788,blues
276,392,0.7968958960273221,blues
74,109,0.7967381665816679,blues
95,181,0.7965203714419428,blues
422,474,0.7954164256716876,blues
252,430,0.7951936923852504,blues
421,479,0.7944123334255686,blues
276,306,0.7943104413046315,blues
252,548,0.7941054556559148,blues
94,230,0.794049246217782,blues
96,392,0.7938423241626079,blues
357,421,0.793676790243442,blues
182,479,0.7936649324195131,blues
313,405,0.7936599316786291,blues
95,276,0.7936535911538607,blues
96,313,0.7933385088414348,blues
430,488,0.7931151510882004,blues
488,540,0.7929091075718911,blues
425,526,0.7928689125944436,blues
105,183,0.7924405242776597,blues
84,357,0.7922735331473755,blues
336,337,0.7922104512514327,blues
395,519,0.7918956618195322,blues
252,552,0.7917960475736552,blues
8,11,0.7917702487785687,blues
405,420,0.7905023468800932,blues
395,417,0.7904758885635095,blues
252,514,0.7902983369013821,blues
183,184,0.7900742451406308,blues
306,574,0.7897235559441151,blues
182,235,0.789610037282412,blues
405,421,0.7893494847099927,blues
375,467,0.7893033988002631,blues
386,422,0.7888574703088878,blues
306,310,0.7886293371734312,blues
230,310,0.7884527027062912,blues
445,447,0.7883219538917409,blues
11,297,0.7881097683117517,blues
249,548,0.7880214282087697,blues
29,276,0.7877490632528844,blues
514,547,0.7875914037090745,blues
392,404,0.7874748766409448,blues
392,570,0.7873116449692152,blues
375,547,0.7872818081469465,blues
395,421,0.7871893405870837,blues
396,467,0.7869783976801025,blues
108,183,0.7869682027324008,blues
272,276,0.7869631975130844,blues
235,479,0.7867074641598506,blues
94,518,0.7866568843891308,blues
182,508,0.7866424025988282,blues
385,386,0.7865577846888444,blues
182,276,0.7865421569480009,blues
353,397,0.7864533547229208,blues
313,416,0.786291722941933,blues
29,479,0.7860007647621986,blues
474,574,0.785830832266058,blues
191,252,0.785796693817921,blues
322,416,0.7852830778361176,blues
1,230,0.783827557632969,blues
96,182,0.7837359533353448,blues
344,384,0.7830961082893051,blues
75,183,0.7830282404219648,blues
399,400,0.7823578086684259,blues
84,105,0.7821287689857158,blues
398,479,0.7820145240037543,blues
99,508,0.7819604762232474,blues
95,391,0.7816589633916174,blues
367,373,0.7815895493441933,blues
46,47,0.7815816042002824,blues
182,403,0.7815417882901037,blues
52,53,0.7813509849578499,blues
327,414,0.7808983997939184,blues
395,398,0.7808099335560957,blues
386,417,0.7808037696335806,blues
313,570,0.7806982037294934,blues
111,392,0.7806775663870891,blues
108,182,0.7806422631449368,blues
519,574,0.7804654141038043,blues
313,391,0.7801563993240941,blues
504,559,0.7799705171213864,blues
548,549,0.7797511576675956,blues
372,404,0.7793605647904146,blues
417,420,0.7791651238913277,blues
108,392,0.7790633796514977,blues
420,508,0.7789695620905089,blues
386,421,0.7788510198129074,blues
95,520,0.7788475806043614,blues
96,574,0.7787711164225105,blues
354,361,0.778662812823508,blues
196,250,0.778585647981589,blues
427,488,0.7783719472697,blues
393,396,0.77833247946869,blues
84,398,0.7778995064675909,blues
99,306,0.7778893603284928,blues
418,541,0.7771231645406093,blues
479,570,0.7769900608617131,blues
283,574,0.7763751344241565,blues
191,547,0.7762583899214671,blues
392,476,0.7761973651595543,blues
302,303,0.7761586444226091,blues
185,404,0.7761465963916568,blues
29,403,0.7760723797625532,blues
566,570,0.7760002636550393,blues
491,492,0.7759102289269524,blues
99,181,0.7757537414003379,blues
25,307,0.7754574060861995,blues
182,467,0.7751960717879908,blues
310,566,0.7748881318319075,blues
420,535,0.7746438246846556,blues
390,474,0.7744789005771557,blues
20,307,0.7743748815625633,blues
508,570,0.7742505627586584,blues
115,261,0.7741340904023747,blues
5,297,0.7740753994635772,blues
479,566,0.7740503693375829,blues
235,508,0.7737192721092316,blues
398,405,0.773592046286023,blues
360,372,0.7728947451083179,blues
1,29,0.7723838355848378,blues
230,306,0.7722244200993715,blues
471,478,0.7721626672034292,blues
95,416,0.7719911158850887,blues
404,472,0.7719565884144924,blues
414,472,0.7715606121688816,blues
306,392,0.7711136281561006,blues
313,404,0.7710505662059164,blues
96,237,0.7709873081153551,blues
107,113,0.7708812183850275,blues
571,573,0.7707070912106974,blues
375,548,0.7704241109391498,blues
496,497,0.7703704695281325,blues
231,237,0.7703414015768776,blues
353,357,0.7702719398607422,blues
84,313,0.7701790791362984,blues
427,540,0.7701442777804945,blues
372,397,0.7700502607485538,blues
180,183,0.770029549172279,blues
231,235,0.7698951346889998,blues
276,283,0.769724047088991,blues
95,111,0.7697029184322989,blues
123,127,0.7696949935365084,blues
427,433,0.7696608615947206,blues
235,313,0.7696501495483926,blues
181,182,0.7695814166873883,blues
313,395,0.7692851025643201,blues
392,520,0.7692334096230828,blues
79,153,0.7686483473841119,blues
272,274,0.7684860799575081,blues
182,396,0.7682031261358705,blues
183,228,0.7681875009229601,blues
179,237,0.7680363143034455,blues
467,481,0.76795085410643,blues
310,414,0.7679496170069464,blues
182,566,0.7678786104377943,blues
276,574,0.7676537587430843,blues
84,423,0.7667973570238682,blues
398,574,0.766173156735638,blues
392,519,0.7661351139983286,blues
352,353,0.7659289380248354,blues
42,123,0.7658098009988034,blues
108,231,0.7656396942385213,blues
96,235,0.7656186992502463,blues
110,566,0.7655087369964596,blues
84,390,0.7650421179178553,blues
29,574,0.7648302541961078,blues
360,404,0.7646288577039554,blues
96,185,0.764529367874217,blues
496,498,0.7645281347428707,blues
357,398,0.7645210932819017,blues
230,231,0.7643326320239642,blues
414,420,0.7642136720119255,blues
471,476,0.7639955686945188,blues
426,470,0.7639890804252861,blues
191,247,0.7639794501406111,blues
404,508,0.763712600937759,blues
273,277,0.7630756502807318,blues
42,127,0.7630172626487915,blues
275,568,0.7629886250750174,blues
3,182,0.7629074176749238,blues
108,235,0.7623190214700827,blues
414,474,0.7621202311407093,blues
405,570,0.7620718231684126,blues
414,416,0.7620452056254744,blues
29,185,0.7618373867214157,blues
386,418,0.7617130623678855,blues
126,228,0.7616887591577753,blues
84,183,0.7612727547967156,blues
29,181,0.7612477759210059,blues
272,283,0.7611408823320495,blues
195,493,0.7611161238290712,blues
185,272,0.7609622261245498,blues
348,394,0.7609261333348433,blues
327,421,0.7603708403461619,blues
20,518,0.7602130851611104,blues
467,547,0.7601800908666169,blues
306,467,0.760063845366798,blues
327,418,0.7600031845323614,blues
421,535,0.7599840325738173,blues
398,478,0.7599054266532427,blues
75,390,0.75990316182486,blues
181,392,0.7597096609168867,blues
96,110,0.7596772118902951,blues
29,391,0.7595875185050688,blues
151,153,0.759551439152414,blues
306,479,0.7592091124967828,blues
95,108,0.7589548980614862,blues
392,474,0.75851683165221,blues
247,252,0.7582988636245276,blues
83,462,0.7576572353721878,blues
235,392,0.757588266785995,blues
105,574,0.7573022249810406,blues
183,235,0.7572880340583985,blues
313,519,0.7571294442163105,blues
417,418,0.7569736940655876,blues
386,519,0.7568919658040645,blues
344,345,0.756807287944128,blues
404,519,0.756766531421682,blues
390,423,0.7565833578922775,blues
180,228,0.756456085866723,blues
262,502,0.7562941814413211,blues
123,180,0.7559554822360726,blues
249,375,0.7558067965426474,blues
423,574,0.7556123975008375,blues
104,394,0.7555662564595937,blues
159,456,0.7555073436256222,blues
227,231,0.7550584198253524,blues
108,386,0.7550298689552879,blues
348,385,0.7549261558203448,blues
488,548,0.7548993007090061,blues
420,479,0.7548977678396346,blues
395,419,0.7545775181438356,blues
417,474,0.7543973586578394,blues
153,283,0.754151950023572,blues
397,423,0.7538459801823749,blues
99,405,0.7536244229833386,blues
357,370,0.753589641941343,blues
396,547,0.753467655403183,blues
129,425,0.7534584226599035,blues
430,547,0.753364635137723,blues
105,237,0.7533243735378737,blues
176,239,0.7532433271270645,blues
97,100,0.7531423735900703,blues
414,479,0.7529018812636926,blues
391,396,0.7528861141824489,blues
307,518,0.7527939608388129,blues
108,276,0.7526666457746091,blues
406,503,0.7525848324333123,blues
205,252,0.7525669735916068,blues
164,460,0.7524152333272538,blues
164,169,0.7523763447252928,blues
8,303,0.7523304106621684,blues
398,423,0.752176967340633,blues
108,153,0.7519501385780255,blues
355,358,0.7516652102160406,blues
348,390,0.751609168197081,blues
99,283,0.7515780559826402,blues
419,478,0.7514802277328833,blues
414,508,0.7514004916349292,blues
322,508,0.7513532155251654,blues
249,549,0.7513191103149531,blues
185,405,0.7512051002035327,blues
99,105,0.751202405271028,blues
75,478,0.7511381577530473,blues
423,508,0.7510662351223345,blues
156,239,0.7510093929611232,blues
123,179,0.7509188393495277,blues
99,404,0.750284425174292,blues
395,397,0.7501020563553683,blues
95,396,0.7496948373180105,blues
403,574,0.7496805251521981,blues
17,19,0.749643089719946,blues
167,176,0.7494972367946985,blues
417,423,0.7494231723339073,blues
252,467,0.7492114963512603,blues
390,398,0.7491612412277687,blues
42,89,0.749083589327125,blues
353,362,0.7490271146792176,blues
167,214,0.7489475214621863,blues
222,239,0.7485593179304614,blues
20,94,0.7485289276744417,blues
111,313,0.7483734050303161,blues
75,237,0.7480492308680805,blues
192,205,0.7479785362643112,blues
392,416,0.7479359340668204,blues
313,396,0.7475569395495755,blues
357,420,0.7473911826214718,blues
488,547,0.7473299046240317,blues
115,406,0.7473085120621464,blues
114,364,0.747305261399293,blues
391,479,0.7469907851918938,blues
185,231,0.7469520304798116,blues
42,126,0.746916110440682,blues
108,570,0.7468749667836003,blues
46,138,0.7467648185474762,blues
286,307,0.7466687628186317,blues
105,108,0.7465926040719905,blues
439,553,0.7465502718492327,blues
392,395,0.7464878803509988,blues
298,420,0.7464530773231762,blues
123,235,0.7459152315652108,blues
252,396,0.7457532492316126,blues
360,370,0.7455982955101629,blues
398,476,0.74539260190792,blues
185,570,0.7453533600499952,blues
422,472,0.7452629565847917,blues
390,446,0.7452444219828792,blues
66,76,0.7450235569825605,blues
416,419,0.7449433822908798,blues
398,472,0.7448174913225214,blues
353,360,0.7447523768454388,blues
306,518,0.7446784761311973,blues
252,488,0.7444617701315211,blues
104,109,0.7442286148772258,blues
375,465,0.7441820057752783,blues
185,306,0.7439880236755937,blues
95,519,0.7439503120339023,blues
84,95,0.7439086019258243,blues
414,476,0.7438338424034943,blues
108,151,0.7437890794070607,blues
427,541,0.743731488994663,blues
390,404,0.7436702775373522,blues
372,395,0.743629605163053,blues
84,235,0.7435632654170007,blues
99,111,0.7435359162147651,blues
404,416,0.7432899564670677,blues
497,498,0.7432842083905191,blues
195,197,0.7432144675888195,blues
397,404,0.7431977008287962,blues
425,530,0.7431401291768084,blues
99,237,0.7428680799821715,blues
114,400,0.7428259389016395,blues
422,519,0.7428203897199184,blues
430,541,0.7427880265169743,blues
239,536,0.7425311516462179,blues
182,391,0.7425012458368878,blues
84,237,0.7424172000340361,blues
356,359,0.7424171172337302,blues
108,405,0.7423165490828663,blues
185,235,0.7420275766578288,blues
397,474,0.7418582933595471,blues
277,283,0.7417292836241552,blues
103,113,0.74169003563722,blues
398,570,0.7416009531351492,blues
191,467,0.7413169605786286,blues
306,508,0.7412819442934939,blues
535,541,0.74112426302648,blues
66,80,0.7407068762614885,blues
433,488,0.7407027034533187,blues
138,192,0.740678311426573,blues
67,80,0.7404899070110272,blues
397,478,0.7404871726213033,blues
357,385,0.7402966608039804,blues
414,418,0.739824767533161,blues
84,370,0.7397301140750254,blues
228,235,0.7396189579076675,blues
252,491,0.7396097780112075,blues
110,181,0.7395660927832761,blues
151,283,0.7395559371151115,blues
398,474,0.7394789324467348,blues
397,472,0.7393579086437605,blues
421,508,0.7392486280126143,blues
1,95,0.7391982332826352,blues
49,50,0.7391783089784428,blues
73,87,0.7391509898191588,blues
60,222,0.7391412580110718,blues
306,414,0.7388362202464491,blues
298,519,0.7387408688486296,blues
191,375,0.7386151314138746,blues
418,420,0.738534060989198,blues
375,396,0.7384817153418131,blues
99,183,0.7384088212151289,blues
247,250,0.7383826258280086,blues
251,549,0.7383272767509051,blues
80,184,0.7383034584620155,blues
181,235,0.7381941835831086,blues
76,153,0.7380838483156236,blues
535,574,0.7379947815636974,blues
372,398,0.737843586911174,blues
66,67,0.7374768616794908,blues
269,270,0.737470416425975,blues
110,574,0.7374436750817717,blues
107,399,0.7374034914642524,blues
331,334,0.737363723587206,blues
327,472,0.7373398525190773,blues
395,422,0.7371400960923762,blues
414,423,0.73711164577987,blues
95,570,0.7370809508377424,blues
73,80,0.737060364835517,blues
99,570,0.7369857573446501,blues
74,80,0.7369250992473786,blues
404,420,0.7369247850152213,blues
72,358,0.73691345241306,blues
230,518,0.7367882122609403,blues
472,508,0.7366373137346136,blues
182,230,0.7365820278814111,blues
372,390,0.7365019374432821,blues
397,398,0.7363555838450454,blues
185,395,0.7363369046879938,blues
322,474,0.7363171885782919,blues
491,547,0.7362945595640705,blues
298,508,0.7362892100803234,blues
67,75,0.736262036558104,blues
123,231,0.7361828963095925,blues
105,228,0.7360031197803706,blues
403,479,0.7356525312382483,blues
283,313,0.7353791879581364,blues
193,547,0.7353067890325485,blues
298,416,0.7352793690747169,blues
17,302,0.7350319648276276,blues
386,398,0.7350220945563063,blues
75,395,0.7349586416460345,blues
442,444,0.7348752448727797,blues
375,549,0.7348727594513145,blues
84,231,0.7348092942624617,blues
108,508,0.7347923143684331,blues
313,520,0.7347605239681241,blues
79,151,0.7346954487932463,blues
370,395,0.7346314121572455,blues
391,508,0.7345671269364779,blues
68,358,0.7343770151523075,blues
156,176,0.7343753322676301,blues
430,432,0.7343547256338637,blues
472,574,0.7341200811409706,blues
182,520,0.7340306687591704,blues
145,569,0.7339558047757911,blues
151,398,0.7338783195249959,blues
392,478,0.7338571825913807,blues
105,185,0.7338180528259792,blues
123,228,0.733478744306348,blues
396,508,0.7334489651617031,blues
313,535,0.7329838846111753,blues
195,250,0.7326855210292639,blues
416,471,0.7320380084726451,blues
322,420,0.7318975910093413,blues
298,535,0.7318218595927017,blues
108,237,0.7317789669127183,blues
95,237,0.7316748207290965,blues
418,423,0.7315422431864739,blues
84,508,0.73153878241807,blues
84,472,0.7313109330099387,blues
372,405,0.7311362946539284,blues
186,390,0.7307593304365707,blues
29,111,0.7307226186649179,blues
96,479,0.7306861781772487,blues
193,252,0.7306059952742143,blues
8,297,0.7304162607235424,blues
181,185,0.7303042510497003,blues
195,491,0.7301537312767863,blues
479,520,0.7301164553659889,blues
360,395,0.7301141121314637,blues
75,398,0.7300928305606048,blues
31,206,0.7300503224069611,blues
375,535,0.7300408721321353,blues
390,472,0.7296887300922533,blues
306,535,0.7295593594282678,blues
291,297,0.7294861861530946,blues
139,247,0.7292355287389812,blues
327,519,0.7290051553548593,blues
66,109,0.7289358584987076,blues
421,422,0.728874493606088,blues
111,185,0.7288442713300199,blues
164,527,0.7286348684398487,blues
181,313,0.7285434554726521,blues
528,530,0.7285430584715934,blues
372,423,0.7283182664465299,blues
467,535,0.7280929855392428,blues
1,3,0.7277236034771941,blues
313,476,0.7275992307933201,blues
540,541,0.7275747888555473,blues
197,492,0.7274619035318519,blues
3,95,0.7274534246543699,blues
231,574,0.7273336049715394,blues
88,171,0.72722462349281,blues
298,423,0.727141356654219,blues
392,396,0.7270535194242924,blues
84,570,0.7267472410301044,blues
95,231,0.7267154305406484,blues
357,479,0.7265463314869308,blues
433,540,0.7264837128075362,blues
418,519,0.7263188069377053,blues
185,508,0.7257715871285394,blues
105,395,0.7256771625677294,blues
298,472,0.7255719204694236,blues
364,399,0.7255114719642746,blues
29,508,0.7254372546479807,blues
298,478,0.7254057541101393,blues
191,192,0.7253804047684325,blues
75,386,0.7251011147471951,blues
30,508,0.7250004081903125,blues
96,183,0.7249188337729795,blues
95,405,0.7248685442793077,blues
164,166,0.7248376815759604,blues
298,474,0.7247612523659902,blues
75,108,0.7246637073513286,blues
419,476,0.7246239277489888,blues
3,303,0.724545092272011,blues
181,230,0.7244825276314049,blues
29,519,0.7243360899612673,blues
252,541,0.7242230897403625,blues
390,476,0.7241522788862816,blues
418,433,0.724017119913871,blues
322,479,0.7239417591574048,blues
62,65,0.7235246320430108,blues
3,392,0.7233907333114613,blues
177,219,0.723276036701779,blues
79,397,0.7232616143228487,blues
75,479,0.7230125722762627,blues
303,396,0.722826117754799,blues
85,280,0.7226849528367546,blues
420,574,0.722436213460001,blues
298,421,0.7223815301812062,blues
151,277,0.7221923957730184,blues
75,397,0.7220563402131018,blues
514,549,0.7220428648517708,blues
195,255,0.7219992438050363,blues
230,237,0.7217528276619068,blues
359,503,0.7216849581936371,blues
95,404,0.7216544943579134,blues
239,466,0.7216517221160502,blues
421,574,0.7215870977695567,blues
84,112,0.721497568156892,blues
430,552,0.721396018344164,blues
474,535,0.7212913179986111,blues
535,570,0.7212636861285313,blues
404,421,0.7211887893551415,blues
347,417,0.7211386541599917,blues
84,397,0.7208055259585249,blues
207,282,0.7207686654752303,blues
276,479,0.7206428115535626,blues
75,404,0.7206241868813674,blues
96,566,0.7205872129567175,blues
418,488,0.720528029646647,blues
110,306,0.7204674660822057,blues
113,399,0.7204392727662756,blues
151,186,0.7203532569641717,blues
313,467,0.7202625500344793,blues
384,389,0.7202258417906304,blues
138,247,0.7202028171404476,blues
404,566,0.7201238214295773,blues
422,541,0.7200433677227805,blues
413,518,0.7200044080967398,blues
230,235,0.7200005685368632,blues
359,363,0.719951188467627,blues
491,493,0.7197252516203383,blues
230,479,0.7194113293842367,blues
237,574,0.7194023844835287,blues
313,414,0.7192753262556139,blues
99,520,0.7191083035626251,blues
276,310,0.7190694500829731,blues
398,571,0.7188767865272618,blues
191,514,0.7186311924984881,blues
75,357,0.7185185045398992,blues
405,419,0.7181338548735621,blues
261,502,0.7180926669033638,blues
422,476,0.718072478214708,blues
95,310,0.7180401745411895,blues
298,476,0.718022147581107,blues
96,403,0.717897433076559,blues
535,552,0.7177408625888813,blues
47,138,0.7176102701625752,blues
101,180,0.7175680561115318,blues
467,491,0.7175325633815177,blues
246,514,0.7174786516835437,blues
29,235,0.7173234962438158,blues
433,535,0.7171472838822234,blues
322,375,0.7165727549162824,blues
416,520,0.7165086731127829,blues
427,548,0.7164998022866084,blues
422,478,0.7164962723083512,blues
112,478,0.7163610252586414,blues
427,430,0.7162956972438953,blues
392,393,0.7161423543784531,blues
94,306,0.7160369438384176,blues
375,491,0.7159802181101331,blues
129,214,0.7159072975767319,blues
254,255,0.7158834842264448,blues
313,322,0.7158749890081048,blues
357,422,0.7156636702598652,blues
